id,Month,Hotel Name,Area,Price,Rating,Number of Reviews
0,February,"Vivanta Goa, Panaji",Panaji,103,0.0,407
1,February,Goa Marriott Resort & Spa,Panaji,172,0.0,426
2,February,"Taj Cidade de Goa Horizon, Goa",Dona Paula,156,0.0,179
3,February,"Taj Cidade de Goa Horizon, Goa",Dona Paula,156,9.4,179
4,February,DoubleTree by Hilton Goa-Panaji,Chimbel,92,8.8,90
5,February,"Hyatt Ronil Goa, part of JdV by Hyatt",Baga,75,9.2,35
6,February,The Fern Kadamba Hotel and Spa,Old Goa,78,8.0,7
7,February,"La Estória, Goa – IHCL SeleQtions",Candolim,90,8.0,161
8,February,The Westin Goa,Anjuna,161,8.8,66
9,February,White Wharf Beach Resort Morjim Goa,Morjim,103,0.0,0
10,February,"Vivanta Goa, Panaji",Panaji,103,9.4,407
11,February,Citadines Arpora Nagoa Goa,Nagoa,69,10.0,2
12,February,JW Marriott Goa,Chapora,213,9.8,20
13,February,Regenta Central North Goa,Nagoa,46,10.0,1
14,February,Fairfield by Marriott Goa Anjuna,Anjuna,59,8.2,138
15,February,Holiday Inn Goa Candolim by IHG,Sinquerim,80,8.6,46
16,February,DoubleTree by Hilton Hotel Goa - Arpora - Baga,Arpora,59,7.0,148
17,February,Ginger Goa Candolim,Candolim,47,10.0,1
18,February,"Nanu Resort & Spa, Arambol",Arambol,58,9.6,16
19,February,HOLITEL ANJUNA GOA,Anjuna,59,9.0,6
20,February,Novotel GOA Panjim,Panaji,104,8.0,3
21,February,"Lazy Lagoon, Baga A Lemon Tree Resort",Arpora,49,7.0,25
22,February,Hilton Goa Resort Candolim,Saipem,138,8.0,42
23,February,"Vivanta Goa, Miramar",Miramar,109,9.2,47
24,February,Amritara Aura Resort & Spa,Mandrem,70,8.6,17
25,February,Park Inn by Radisson Goa Candolim,Candolim,70,7.2,177
26,February,"Taj Cidade de Goa Heritage, Goa",Vainguinim,195,8.6,209
27,February,"Fortune Miramar, Goa - Member ITC Hotels' Group",Panaji,100,7.2,22
28,February,Rewas Guest House,Arpora,23,0.0,0
29,February,"Taj Cidade de Goa Heritage, Goa",Vainguinim,195,8.6,209
30,February,DoubleTree by Hilton Goa-Panaji,Chimbel,92,8.8,90
31,February,Taj Holiday Village Resort & Spa,Sinquerim,152,8.6,251
32,February,SPARV Aulakhs Resort,Mandrem,31,7.0,2
33,February,SN Blue Hotel,Betim,46,0.0,0
34,February,Pride Sun Village Resort & Spa,Arpora,44,6.8,28
35,February,Sandalwood Hotel & Retreat,Vainguinim,57,7.6,78
36,February,Hotel Quinta Da Branca,Baga,48,9.0,7
37,February,Casa Albuquerque,Vagator,46,7.0,2
38,February,Sahaswara Luxury Resort,Anjuna,109,0.0,0
39,February,Comfort Inn Elite Goa,Carambolim,46,8.0,2
40,February,Goa Marriott Resort & Spa,Panaji,172,9.0,426
41,February,Sonnet - A boutique hotel by Lotus leaf Hotels,Vagator,35,8.6,8
42,February,W Goa,Chapora,241,8.2,101
43,February,JW Marriott Goa,Chapora,213,9.8,20
44,February,Riva Beach Resort,Mandrem,58,7.4,50
45,February,Woodpegger By The Beach,Mandrem,36,8.6,13
46,February,The Westin Goa,Anjuna,161,8.8,66
47,February,Grand Continent Anjuna A Sarovar Portico Affiliate Hotel,Anjuna,46,10.0,1
48,February,"Vivanta Goa, Miramar",Miramar,109,9.2,47
49,February,Novotel GOA Panjim,Panaji,104,8.0,3
50,February,"The Yellow House, Goa – IHCL SeleQtions",Mazal Waddo,98,8.4,54
51,February,Morjim Sunset Hotel,Morjim,22,9.0,2
52,February,Godwin Goa,Candolim,49,7.0,13
53,February,Habitus Resort,Morjim,42,9.2,44
54,February,Deep International a Luxury Hotel,Mandrem,45,0.0,0
55,February,Nazri Resort,Baga,80,7.2,64
56,February,Koko Maya By Stone Wood,Morjim,40,0.0,0
57,February,Fairfield by Marriott Goa Anjuna,Anjuna,59,8.2,138
58,February,W Goa,Chapora,241,8.2,101
59,February,Magnum Resorts- Near Candolim Beach,Candolim,37,6.0,5
60,February,Monarch suites,Candolim,29,4.8,4
61,February,Foxoso LA Beach Resort,Morjim,98,0.0,0
62,February,MARCELO PLACE 3,Baga,15,5.0,18
63,February,Jamboree Creek Yoga,Mandrem,69,7.8,28
64,February,Aaria Hills,Arambol,64,8.0,2
65,February,Hotel Grand Kadamba,Porvorim,33,6.8,3
66,February,Dragonfly Goa,Arambol,13,10.0,1
67,February,Casablanca,Candolim,39,6.8,57
68,February,Saraya Art Cafe B&B,Pilerne,9,8.0,19
69,February,The Cool Huts,Mandrem,28,9.0,2
70,February,Salotel- near Mae De Deus Church,Saligao,25,7.8,4
71,February,Anahata Retreat Sea Front Resort,Ashvem,149,8.2,23
72,February,AlohaStayz,Anjuna,49,0.0,0
73,February,Acron Seaway Resort,Candolim,41,7.2,5
74,February,VAGATOR DOWNTOWN,Vagator,69,6.0,1
75,February,La Gracia Resort,Morjim,25,6.0,2
76,February,Falcon Resorts by Dia Hotels,Calangute,24,10.0,1
77,February,RENTON MANOR BY JOY STAYS,"Sleeps 3, 1 bathroom",17,0.0,0
78,February,"Mandrem Beach Resort, a member of Radisson Individuals Retreat",Mandrem,140,0.0,0
79,February,Bay Breeze Hotels & Resorts,Morjim,40,0.0,0
80,February,"Hotel Miramar, Miramar Beach, Goa",Caranzalem,27,6.0,5
81,February,Sinon Baga Retreat,Baga,103,7.0,7
82,February,La Sea Vue Vacation Home Stay Goa,Candolim,29,10.0,1
83,February,Hibis Hotels and Resorts Ashvem,Ashvem,37,0.0,0
84,February,Sunset & Waves Resort,Mandrem,53,9.0,4
85,February,Unicorn Mandrem,Mandrem,58,0.0,0
86,February,Jolene's Ashvem,Ashvem,30,8.6,37
87,February,"Le Méridien Goa, Calangute",Gauravaddo,92,8.8,241
88,February,Hilton Goa Resort Candolim,Saipem,138,8.0,42
89,February,"Le Méridien Goa, Calangute",Gauravaddo,92,8.8,241
90,February,BluO Amani Vagator - Boutique Hotel Goa,Vagator,60,7.0,2
91,February,Fairfield by Marriott Goa Calangute,Gauravaddo,59,8.4,100
92,February,Xenious Micro Villas Goa,Vagator,55,0.0,0
93,February,Resort De Coracao-Calangute,Calangute,59,8.0,51
94,February,Ocean Ashoka Garden,Candolim,58,0.0,0
95,February,Omkar Wellness Inn,Arambol,25,7.8,189
96,February,Palmorama Retreat Home,Mandrem,80,0.0,0
97,February,Candolim Suites,Candolim,69,0.0,0
98,February,The Inner Temple,Moira,92,0.0,0
99,February,ibis Styles Goa Calangute Hotel,Calangute,51,8.2,188
100,February,Fahrenheit Hotel,Calangute,77,8.8,39
101,February,VISTAR HOLIDAYS,Candolim,34,0.0,0
102,February,Casa Almeida Guest House,Candolim,21,6.0,9
103,February,AlohaGoa,Anjuna,57,10.0,1
104,February,Papilio Beach Front Cottages,Baga,30,8.2,50
105,February,Casa Philomena,Calangute,52,7.6,11
106,February,Mamata Courtyard Anjuna,Mazal Waddo,17,7.2,59
107,February,Etereo Stays Luxury Apartments in Arpora,Arpora,62,10.0,4
108,February,Marine Castle,Miramar,31,0.0,0
109,February,VNE Mira Resort,Morjim,57,0.0,0
110,February,StayAtAloha-Lite,Anjuna,42,0.0,0
111,February,Little India Beach Cottages,Calangute,46,8.2,29
112,February,Laguna Anjuna,Mazal Waddo,46,7.8,66
113,February,Jangala Resort,Baga,29,10.0,1
114,February,Royal Village Resort By Savani Enterpris,Dongorpur,21,0.0,0
115,February,We Hotels Morjim Goa,Morjim,72,0.0,0
116,February,Sydney X cafe and Huts,Arambol,92,6.4,4
117,February,Asgard Apartments & Hotels,Siolim,98,9.2,83
118,February,Hotel All Seasons Beach Calangute Goa,Gauravaddo,34,0.0,0
119,February,Villa Venus - 2BR w Pvt Pool 9 min From Vagator,Entire home,188,0.0,0
120,February,Calangute Tower- AM Hotel Kollection,Calangute,36,7.2,12
121,February,Hotel Calangute Central,Calangute,36,7.6,5
122,February,Krish Holiday Inn,Baga,35,0.0,0
123,February,CASA FREDNA,Mazal Waddo,29,0.0,0
124,February,Hotel ramdev,Arambol,14,6.0,4
125,February,Brij Paraiso,Saligao,177,10.0,1
126,February,Casa Riana,Pilerne,172,0.0,0
127,February,Evoke Lifestyle Candolim,Candolim,75,4.0,1
128,February,Santa Monica Resorte,Calangute,30,8.0,3
129,February,JAS HOLIDAYS MORJIM,Morjim,14,0.0,0
130,February,Seascape Floating Paradise,Parcem,172,0.0,0
131,February,Per Avel Beach Holiday Home,Sinquerim,14,5.4,19
132,February,Naisha Boutique Hotel,Baga,345,1.0,1
133,February,The Mint Resort by WS & GoG,Calangute,45,0.0,0
134,February,Hotel Plaza Inn by Rio,Calangute,32,7.2,521
135,February,Kahaani by The Human Happiness Project,Vagator,10,0.0,0
136,February,Romaldo Guest House,Calangute,17,8.2,47
137,February,So My Resort,Calangute,67,6.6,7
138,February,Summerville Beach Resort,Sinquerim,57,4.6,23
139,February,HOTEL Golden Rice,Sainagar,259,0.0,0
140,February,"amã Stays & Trails, Braganza House - Goa",Entire home,483,9.0,2
141,February,TreeHouse Neptune Inn,Panaji,44,4.6,4
142,February,2 luxry bedroom @anjuna,Anjuna,60,0.0,0
143,February,El Arbol by Hireavilla-2br w Rooftop Pool in Nerul,Entire apartment,91,0.0,0
144,February,Blue Orchid Holiday Home,Calangute,32,0.0,0
145,February,Luxe Loft Villa,Pilerne,299,10.0,1
146,February,Irene Altezza by Hireavilla -2br w Pool in Pilerne,Entire apartment,81,0.0,0
147,February,Candolim Beach Place,Candolim,70,9.0,14
148,February,"Casavilasa-2BHK Ground Floor park facing fully loaded Kitchen, AC, Balcony, WIFI",Assagao,85,0.0,0
149,February,Orabella Villas & Suites,Calangute,56,7.0,6
150,February,Ondas Do Mar Beach Resort Phase 2,Gauravaddo,35,6.6,59
151,February,3 luxurious room @vagator sunburn beach,Parcem,70,0.0,0
152,February,Clarence Cottage Villa 27,Entire home,253,8.0,1
153,February,Grandeur De Sanchi,Gauravaddo,56,6.8,9
154,February,"Sunkissed Premium By WSI,Calangute Beach",Calangute,40,5.2,18
155,February,Spacious 3-br Apartment With Pool in Candolim,Entire apartment,140,0.0,0
156,February,Casa Rosita Portuguese Villa w Pool in North Goa,Entire home,222,0.0,0
157,February,Villa Tulip Hosted by Masaya Stays,Entire home,402,0.0,0
158,February,Kanai by Hireavilla - 4BR w Private Pool in Arpora,Entire home,399,0.0,0
159,February,Avior by Hireavilla - 4BR w Infinity Pool in Parra,Entire home,399,0.0,0
160,February,Wood House Beach Resort,Calangute,40,0.0,0
161,February,Villa Zaia - 3BR With Private Pool in North Goa,Entire home,325,0.0,0
162,February,Aria - Lux 5BR Villa in Anjuna Perfect for Groups,Entire home,584,0.0,0
163,February,Hotel Bella Residency - Goa,Calangute,22,5.0,1
164,February,Route 77,Calangute,460,0.0,0
165,February,W.S BEACH RESORT & SPA,Calangute,460,6.0,1
166,February,Santana Beach Resort,Sinquerim,0,8.8,194
167,March,"Taj Cidade de Goa Horizon, Goa",Dona Paula,155,0.0,179
168,March,"Vivanta Goa, Panaji",Panaji,80,0.0,407
169,March,The Westin Goa,Anjuna,144,0.0,66
170,March,Ramada by Wyndham Goa Arpora,Nagoa,59,10.0,1
171,March,"Taj Cidade de Goa Horizon, Goa",Dona Paula,155,9.4,179
172,March,DoubleTree by Hilton Goa-Panaji,Chimbel,93,8.8,90
173,March,"Vivanta Goa, Panaji",Panaji,80,9.4,407
174,March,Ginger Dona Paula,Dona Paula,45,7.6,44
175,March,"Taj Cidade de Goa Heritage, Goa",Vainguinim,155,8.6,209
176,March,Jungle Boutique by sturmfrei Vagator,Chapora,23,0.0,0
177,March,Citadines Arpora Nagoa Goa,Nagoa,63,10.0,2
178,March,HOLITEL ANJUNA GOA,Anjuna,56,9.0,6
179,March,"Vivanta Goa, Miramar",Miramar,92,9.2,47
180,March,Fairfield by Marriott Goa Anjuna,Anjuna,56,8.2,138
181,March,Zone Connect by The Park Parra Goa,Parra,58,0.0,0
182,March,Holiday Inn Goa Candolim by IHG,Sinquerim,75,8.6,46
183,March,Varanda Do Mar,Caranzalem,54,8.4,70
184,March,"Vivanta Goa, Miramar",Miramar,92,9.2,47
185,March,Beach Street Resort,Mandrem,34,8.4,17
186,March,Regenta Central North Goa,Nagoa,53,10.0,1
187,March,Novotel GOA Panjim,Panaji,97,8.0,3
188,March,"Taj Cidade de Goa Heritage, Goa",Vainguinim,155,8.6,209
189,March,DoubleTree by Hilton Hotel Goa - Arpora - Baga,Arpora,78,7.0,148
190,March,De Mandarin Beach Resort Suites & Villas,Candolim,57,9.2,32
191,March,Ginger Goa Candolim,Candolim,43,10.0,1
192,March,Hilton Goa Resort Candolim,Saipem,132,8.0,42
193,March,Sandalwood Hotel & Retreat,Vainguinim,56,7.6,78
194,March,Hotel Gopika International,Panaji,26,8.6,7
195,March,Woodpegger By The Beach,Mandrem,35,8.6,13
196,March,JW Marriott Goa,Chapora,195,9.8,20
197,March,Novotel GOA Panjim,Panaji,97,8.0,3
198,March,Swim Sea Beach Resort,Miramar,34,9.0,2
199,March,"La Estória, Goa – IHCL SeleQtions",Candolim,95,8.0,161
200,March,Resort Lagoa Azul,Arpora,39,7.6,44
201,March,W Goa,Chapora,218,8.2,101
202,March,Ariena By Spree Hotels Goa,Morjim,24,10.0,1
203,March,Pride Sun Village Resort & Spa,Arpora,48,6.8,28
204,March,Casa De Katson,Penha de França,72,0.0,0
205,March,De Mandarin goa,Candolim,55,8.6,7
206,March,Zense Resort,Candolim,30,7.2,42
207,March,Le Magnifique,Pilerne,35,8.4,8
208,March,The Tamarind Hotel Anjuna Asgaon,Anjuna,36,7.6,61
209,March,Moyrah By Greenpark,Anjuna,74,10.0,3
210,March,The Verda De Miranda Resort,Morjim,48,0.0,0
211,March,Resort Rio,Arpora,127,8.2,262
212,March,Timber Tide Beach Cottages By Green Concept,Candolim,52,9.8,5
213,March,Goa Marriott Resort & Spa,Panaji,161,9.0,426
214,March,La Oasis by Meraden,Mazal Waddo,37,6.6,26
215,March,Fairfield by Marriott Goa Anjuna,Anjuna,56,8.2,138
216,March,W Goa,Chapora,218,8.2,101
217,March,The Westin Goa,Anjuna,144,8.8,66
218,March,Neelam's The Grand Hotel Goa,Calangute,53,7.2,71
219,March,Imperial Goa,Ella,106,10.0,2
220,March,Marina Bay Beach Resort,Gauravaddo,30,7.8,65
221,March,JW Marriott Goa,Chapora,195,9.8,20
222,March,HUE GUH The Porto Candolim,Pilerne Industrial Estates,41,9.2,21
223,March,Saraya Art Cafe B&B,Pilerne,24,8.0,19
224,March,Hilton Goa Resort Candolim,Saipem,132,8.0,42
225,March,"Le Méridien Goa, Calangute",Gauravaddo,92,8.8,241
226,March,Hotel Kia inn- Anjuna,Mazal Waddo,30,0.0,0
227,March,The International Centre Goa,Dona Paula,43,7.2,12
228,March,Avataara Resort & Spa,Vagator,110,9.0,2
229,March,Whispering Palms Beach Resort,Candolim,91,7.6,45
230,March,Cavala Seaside Resort,Baga,44,8.8,35
231,March,Meraden Opus,Anjuna,32,6.0,52
232,March,Foxoso LA Beach Resort,Morjim,88,0.0,0
233,March,Nazri Resort,Baga,72,7.2,64
234,March,Habitus Resort,Morjim,42,9.2,44
235,March,Lar Amorosa- Portuguese Stay in Goa,Sangolda,58,10.0,5
236,March,Aqua Vista,Morjim,15,0.0,0
237,March,Passions de Goa,Anjuna,31,7.8,9
238,March,Magnum Resorts- Near Candolim Beach,Candolim,37,6.0,5
239,March,Sonnet - A boutique hotel by Lotus leaf Hotels,Vagator,34,8.6,8
240,March,Koko Maya By Stone Wood,Morjim,40,0.0,0
241,March,Siolim House,Siolim,95,7.8,29
242,March,Veda5 Wellness Retreat & Spa,Arambol,87,10.0,1
243,March,You are the key Viila,Anjuna,25,8.0,5
244,March,VAGATOR DOWNTOWN,Vagator,52,6.0,1
245,March,Serenity by the Sea Beach Resort,Candolim,34,7.4,15
246,March,Aldeia Santa Rita,Sinquerim,48,7.0,17
247,March,ibis Styles Goa Calangute Hotel,Calangute,52,8.2,188
248,March,The Baga Beach Resort,Baga,98,7.6,39
249,March,Casablanca,Candolim,37,6.8,57
250,March,Resort De Coracao-Calangute,Calangute,58,8.0,51
251,March,Jacks Resort,Vagator,48,9.0,8
252,March,Colonia Santa Maria,Baga,82,7.4,66
253,March,"Le Méridien Goa, Calangute",Gauravaddo,92,8.8,241
254,March,Mateus Boutique Hotel,Fontainhas,87,7.4,17
255,March,DoubleTree by Hilton Hotel Goa - Arpora - Baga,Arpora,78,7.0,148
256,March,Holiday Inn Goa Candolim by IHG,Sinquerim,75,8.6,46
257,March,"Bedzzz Xclusiv Morjim, Goa By Leisure Hotels",Morjim,52,10.0,6
258,March,Veronica Guest House,Calangute,23,7.8,120
259,March,The Postcard Velha,Ella,261,10.0,2
260,March,Echor Samara Morjim Goa Sea View Restro,Morjim,56,9.8,11
261,March,La Gracia Resort,Morjim,33,6.0,2
262,March,Meritas Auberge Calangute Goa,Calangute,51,9.4,3
263,March,JP Resort,Arambol,26,7.0,89
264,March,Aqua Marina Beach Cottages,Gauravaddo,38,6.8,10
265,March,Aaria Hills,Arambol,57,8.0,2
266,March,Fairfield by Marriott Goa Calangute,Gauravaddo,66,8.4,100
267,March,Park Regis Goa,Arpora,84,6.6,23
268,March,Bambolim Beach Resort,Siridao,70,5.6,16
269,March,Fort Tiracol Heritage Hotel,Tiracol,110,9.6,5
270,March,YU Hotel Candolim,Candolim,84,8.0,3
271,March,Bloom Hotel – Calangute,Calangute,39,8.4,25
272,March,Skon Morjim Beach Resort by Orion Hotels,Morjim,33,7.4,3
273,March,shradha luxury room,Gauravaddo,33,10.0,1
274,March,Monarch suites,Candolim,24,4.8,4
275,March,Grand Vatika Resort,Arambol,44,8.0,6
276,March,PRESA di GOA,Nagoa,49,8.6,54
277,March,Fahrenheit Hotel,Calangute,77,8.8,39
278,March,Anahata Retreat Sea Front Resort,Ashvem,132,8.2,23
279,March,Red Thread Calangute,Calangute,45,8.4,142
280,March,Lotus & Orchid Villas by Ramnath Homes,Pilerne,176,10.0,2
281,March,VITS Shanti Solitaire Arpora,Arpora,42,6.8,31
282,March,Poonam Village Resort,Anjuna,14,6.4,25
283,March,juSTa  Morjim Beach Resort and Spa,Morjim,96,7.0,4
284,March,Lillas White house,Baga,36,0.0,0
285,March,Jolene's Ashvem,Ashvem,19,8.6,37
286,March,The Upper House By Skazka Resorts,Morjim,24,8.0,1
287,March,Minimalist Panjim,Panaji,39,0.0,0
288,March,COCO GOA VILLA BY SAVANI ENTERPRISE,Arpora,20,0.0,0
289,March,La Vaiencia Beach Resort,Morjim,44,6.0,1
290,March,Bay15,Dona Paula,92,7.6,8
291,March,Hotel Calangute Central,Calangute,39,7.6,5
292,March,Olive Zip Calangute Mira by Embassy Group,Calangute,23,7.4,3
293,March,Park Prime Goa,Panaji,46,6.0,24
294,March,Laguna Anjuna,Mazal Waddo,32,7.8,66
295,March,Casa Obrigado Beach Cottages Goa,Morjim,32,6.6,4
296,March,White Tree Resort,Arambol,26,10.0,1
297,March,"Mandrem Beach Resort, a member of Radisson Individuals Retreat",Mandrem,140,0.0,0
298,March,De Baga Deck Comforts,Calangute,35,9.0,10
299,March,Leoney Resort,Vagator,47,7.6,121
300,March,BluO Amani Vagator - Boutique Hotel Goa,Vagator,47,7.0,2
301,March,"The Fern Residency Calangute-Baga, Goa",Calangute,49,8.0,5
302,March,Hotel Viva Baga,Baga,24,7.0,7
303,March,Little India Beach Cottages,Calangute,43,8.2,29
304,March,Olive Hotel Calangute Niwasa by Embassy Group,Calangute,25,8.0,1
305,March,"FabHotel Royal Mirage With Pool & GYM, Candolim Beach",Candolim,36,7.4,3
306,March,The Ocean Park Resort,Gauravaddo,45,10.0,1
307,March,The Fern Residency Miramar,Caranzalem,42,8.4,38
308,March,"Treebo Premium Dona Eliza, 700 metres from Calangute Beach",Calangute,27,8.0,3
309,March,RENTON MANOR BY JOY STAYS,"Sleeps 3, 1 bathroom",17,0.0,0
310,March,Palmarinha De Goa unit of GKP Real Estat,Calangute,61,0.0,0
311,March,Janet & Johns Beach Resort Since 1989,Anjuna,97,0.0,0
312,March,Bob Beach Hotel,Calangute,16,10.0,1
313,March,Summerville Beach Resort,Sinquerim,43,4.6,23
314,March,Royale Amata By the Beach,Morjim,42,0.0,0
315,March,Aurum Resorts,Morjim,56,7.8,62
316,March,Casa Almeida Guest House,Candolim,41,6.0,9
317,March,iNDO Homtel,Saligao,24,8.0,50
318,March,Santa Monica Resorte,Calangute,26,8.0,3
319,March,Sea Pearl Guest house,Candolim,25,8.0,2
320,March,La Cabana Beach and Spa,Ashvem,112,7.6,27
321,March,"Fabhotel Prime Swarnam, Old Goa",Ella,23,7.0,2
322,March,Verandah Goa,Anjuna,35,8.2,37
323,March,Regenta Central Imperial Candolim Goa,Candolim,49,4.8,8
324,March,Evoke Lifestyle Candolim,Candolim,67,4.0,1
325,March,Sukhmantra Resort,Candolim,55,5.6,17
326,March,Hotel Campal,Panaji,30,6.0,17
327,March,Hotel 7 Sea's Vagator,Vagator,34,8.0,2
328,March,Coco Teros Resort,Mandrem,35,8.0,1
329,March,Titanic Boutique Hotel,Arpora,47,0.0,0
330,March,Fabhotel Prime Amazonika Boutique Resort,Arpora,23,7.2,65
331,March,Papilio Beach Front Cottages,Baga,30,8.2,50
332,March,Jingle Tree Resort,Arambol,25,0.0,0
333,March,Hotel All Seasons Beach Calangute Goa,Gauravaddo,34,0.0,0
334,March,The Inner Temple,Moira,92,0.0,0
335,March,Fabhotel Baga Tulip,Baga,25,0.0,0
336,March,Renest Calangute Goa,Calangute,40,6.0,1
337,March,Palmorama Retreat Home,Mandrem,80,0.0,0
338,March,The Baga Village,Baga,18,6.8,282
339,March,Baga Fantacia Beach Inn,Baga,32,4.6,4
340,March,"Locomo Boutique, Morjim - Stay Work Eat",Morjim,30,8.8,84
341,March,Casa De Goa Boutique Resort,Calangute,65,8.4,131
342,March,Vilmaris Luxury Hotel in Calangute,Gauravaddo,39,0.0,0
343,March,Radha House Siolim,Kudal,58,0.0,0
344,March,Fabexpress After Shore,Baga,21,0.0,0
345,March,See Ya Heritage Stays,Anjuna,6,10.0,1
346,March,Seré Resort Goa,Vagator,355,10.0,1
347,March,Etereo Stays Luxury Apartments in Arpora,Arpora,49,10.0,4
348,March,Boshan Hotels,Mapusa,42,6.8,3
349,March,The Mint Resort by WS & GoG,Calangute,37,0.0,0
350,March,Rainbow Resort Bar and Restaurant,Morjim,17,0.0,0
351,March,"Hotel Bom Sucesso, Candolim Beach",Candolim,30,6.6,4
352,March,Khushi Resort Pernem,Mandrem,21,0.0,0
353,March,Resort Terra Paraiso,Calangute,67,8.0,105
354,March,Hotel God's Gift,Morjim,99,7.8,91
355,March,Kahaani by The Human Happiness Project,Vagator,25,0.0,0
356,March,The Eden Inn By The Saga Stays,Mazal Waddo,52,9.4,3
357,March,Grandeur De Sanchi,Gauravaddo,61,6.8,9
358,March,FabHotel Jingle Tree Resort Nr Arambol Beach,Arambol,28,0.0,0
359,March,"AM Hotel Kollection:Ivy, Morjim",Morjim,38,6.4,6
360,March,Thomas Ashwem x One Light Stays,Ashvem,16,9.0,3
361,March,Royale Exotica,Calangute,80,5.8,9
362,March,"amã Stays and Trails , Cardozo House",Entire home,575,10.0,2
363,March,Villa AlexMarie guest house,Candolim,22,9.4,14
364,March,"FabHotel Casa Dos Reis, Candolim Beach",Candolim,20,7.8,10
365,March,Fabexpress Horizon Hideaway Anjuna,Anjuna,15,3.0,3
366,March,Villa Theresa Beach Resort,Calangute,32,6.0,8
367,March,Brij Paraiso,Saligao,177,10.0,1
368,March,Casa Colvale,Chikhli,370,8.6,10
369,March,The Park Calangute Goa,Calangute,111,6.8,56
370,March,Villa Venus - 2BR w Pvt Pool 9 min From Vagator,Entire home,197,0.0,0
371,March,Casa Comfort,Vagator,132,0.0,0
372,March,Hotel Plaza Inn by Rio,Calangute,32,7.2,521
373,March,Fabhotel Sai Swastik Nr. Candolim Beach,Nerul,21,8.0,1
374,March,Hotel Lua Nova,Baga,53,6.0,12
375,March,Sea Breeze Beach Resort Candolim,Candolim,33,4.8,5
376,March,Itsy Hotels De Classio,Nerul,17,6.0,2
377,March,Casa Amore Baia,Mandrem,238,0.0,0
378,March,Nazri Hotel,Arambol,49,0.0,0
379,March,Villa Rodriguez,Arambol,115,0.0,0
380,March,La Vaiencia Luxury Apartments,Entire apartment,83,0.0,0
381,March,Seascape Floating Paradise,Parcem,172,0.0,0
382,March,Fabhotel Anna Waddo,Candolim,51,0.0,0
383,March,House of Brothers,Arambol,48,8.8,95
384,March,JAS HOLIDAYS MORJIM,Morjim,14,0.0,0
385,March,Ashvem Evaddo,Ashvem,18,10.0,5
386,March,Valentines Retreat- Near Candolim Beach,Candolim,38,6.0,7
387,March,Swizel Nook Stay,Calangute,24,6.0,1
388,March,Viva Guest House,Panaji,14,5.4,17
389,March,"amã Stays & Trails, Braganza House - Goa",Entire home,575,9.0,2
390,March,FabHotel Kris Resort Calangute Beach,Calangute,25,0.0,0
391,March,Papa Jolly Eco Resort - Near Morjim Beach,Morjim,145,4.0,1
392,March,Villa by Olive - Nerul,Nerul,211,9.6,2
393,March,Abode Bungalow 05,Vagator,109,0.0,0
394,March,Casa Britona,Britona,414,10.0,1
395,March,"amã Stays & Trails Villa No 1, Goa",Entire home,368,10.0,2
396,March,El Arbol by Hireavilla-2br w Rooftop Pool in Nerul,Entire apartment,93,0.0,0
397,March,Maple Leaf Residency Homes Calangute,Calangute,68,0.0,0
398,March,Sea Breeze Beach,Calangute,28,4.8,3
399,March,Hotel Southgate Goa,Calangute,55,0.0,0
400,March,Ancora Beach Resort,Baga,16,4.6,27
401,March,Jolene's Mandrem,Mandrem,29,8.6,15
402,March,La Perla Resort By Circle Hotels&Resort,Morjim,20,4.0,1
403,March,"amã Stays & Trails Villa Siolim, Goa",Entire home,891,0.0,0
404,March,Sharanam Green Resort,Gauravaddo,37,6.2,56
405,March,acanoa,Calangute,48,0.0,0
406,March,The Terra Hotel,Arpora,77,6.0,1
407,March,JW Heritage,Anjuna,36,7.2,12
408,March,Echor Reis Magos Villa Goa,Reis Magos,581,0.0,0
409,March,2 luxry bedroom @anjuna,Anjuna,60,0.0,0
410,March,Rosastays Panjim Goa,Entire home,460,0.0,0
411,March,Bells Beach Resort Goa,Calangute,57,5.6,4
412,March,Small Daddy Plus,Calangute,25,8.4,124
413,March,Inaari - 5BR w Private Pool 5km to Anjuna Beach,Entire home,500,0.0,0
414,March,3 luxurious room @vagator sunburn beach,Parcem,70,0.0,0
415,March,Aastha Escape Resort,Calangute,58,5.6,27
416,March,Fabhotel Raj Resort,Calangute,19,7.6,106
417,April,DoubleTree by Hilton Goa-Panaji,Chimbel,98,0.0,90
418,April,"Taj Cidade de Goa Horizon, Goa",Dona Paula,176,0.0,179
419,April,The Westin Goa,Anjuna,144,0.0,66
420,April,Ginger Dona Paula,Dona Paula,47,7.6,44
421,April,"Taj Cidade de Goa Horizon, Goa",Dona Paula,176,9.4,179
422,April,DoubleTree by Hilton Goa-Panaji,Chimbel,98,8.8,90
423,April,"Vivanta Goa, Panaji",Panaji,92,9.4,407
424,April,Novotel GOA Panjim,Panaji,99,8.0,3
425,April,"Vivanta Goa, Panaji",Panaji,92,9.4,407
426,April,White Wharf Beach Resort Morjim Goa,Morjim,74,0.0,0
427,April,"Taj Cidade de Goa Heritage, Goa",Vainguinim,145,8.6,209
428,April,Taj Holiday Village Resort & Spa,Sinquerim,112,8.6,251
429,April,"Taj Cidade de Goa Heritage, Goa",Vainguinim,145,8.6,209
430,April,Beach Street Resort,Mandrem,34,8.4,17
431,April,"Nanu Resort & Spa, Arambol",Arambol,55,9.6,16
