id,Month,Hotel Name,Area,Price,Rating,Number of Reviews
1079,March,BRAND NEW VILLA LARGE POOL 5 STAR AMENITIES WALKING DISTANCE TO  BEAUTIFUL BEACH,Entire home,300,10.0,28
1080,March,Casa Ruya-Viento,Entire apartment,40,0.0,0
1081,March,Casa ruya-Tierra,Entire apartment,40,0.0,0
1082,March,Casa Ruya-Amaya,Entire apartment,35,0.0,0
1083,March,Monsoon Beach Front Hut:104,Entire home,130,0.0,0
1084,March,"Charming building in delightful Dabolim with WiFi, AC",Entire home,16,0.0,0
1085,March,Secret Garden - Premium Hut #2,Entire home,74,0.0,0
1086,March,Secret Garden - Premium Hut #3,Entire home,74,0.0,0
1087,March,Coconut Grove Beach Resort,Fatona,55,3.4,3
1088,March,Comfort Inn Elite Goa,Carambolim,42,8.0,2
1089,March,Imperial Goa,Unknown,106,10.0,2
1090,March,"Fabhotel Prime Swarnam, Old Goa",Unknown,23,7.0,2
1091,March,The International Centre Goa,Unknown,43,7.2,12
1092,March,Sandalwood Hotel & Retreat,Unknown,56,7.6,78
1093,March,Ginger Dona Paula,Unknown,45,7.6,44
1094,March,DoubleTree by Hilton Goa-Panaji,Unknown,93,8.8,90
1095,March,The Hawaii Comforts,Unknown,20,8.6,130
1096,March,The Fern Residency Miramar,Unknown,42,8.4,38
1097,March,Hotel Vemara,Panaji,54,7.0,21
1098,March,Varanda Do Mar,Unknown,54,8.4,70
1099,March,Fabhotel Comfort Stays,Panaji,17,2.0,2
1100,March,Hotel Gopika International,Panaji,26,8.6,7
1101,March,Minimalist Panjim,Panaji,39,0.0,0
1102,March,Goa Marriott Resort & Spa,Panaji,161,9.0,426
1103,March,The Crown Goa,Panaji,81,8.0,130
1104,March,Surya Kiran Heritage Hotel,Panaji,71,10.0,2
1105,March,Echor Reis Magos Villa Goa,Unknown,581,0.0,0
1106,March,Casa Britona,Unknown,414,10.0,1
1107,March,Rio Boutique,Unknown,39,7.6,4
1108,March,Fabhotel Sai Swastik Nr. Candolim Beach,Unknown,21,8.0,1
1109,March,Le Magnifique,Unknown,35,8.4,8
1110,March,Villa by Olive - Nerul,Unknown,211,9.6,2
1111,March,Itsy Hotels De Classio,Unknown,17,6.0,2
1112,March,Hotel Devdeep,Unknown,43,10.0,1
1113,March,Saraya Art Cafe B&B,Unknown,24,8.0,19
1114,March,HUE GUH The Porto Candolim,Unknown,41,9.2,21
1115,March,"Taj Fort Aguada Resort & Spa, Goa",Unknown,166,9.0,398
1116,March,Taj Holiday Village Resort & Spa,Unknown,210,8.6,251
1117,March,Holiday Inn Goa Candolim by IHG,Unknown,75,8.6,46
1118,March,"amã Stays and Trails , Cardozo House",Entire home,575,10.0,2
1119,March,"Fortune Select Candolim, Goa - Member ITC Hotels' Group",Unknown,92,9.6,5
1120,March,"O Hotel Goa, Candolim Beach",Unknown,76,7.6,80
1121,March,Radisson Goa Candolim,Unknown,93,7.2,50
1122,March,Whispering Palms Beach Resort,Unknown,91,7.6,45
1123,March,De Mandarin goa,Unknown,55,8.6,7
1124,March,"amã Stays & Trails Villa No 1, Goa",Entire home,368,10.0,2
1125,March,Hyatt Place Candolim GOA,Unknown,63,9.4,46
1126,March,Magnum Resorts- Near Candolim Beach,Unknown,37,6.0,5
1127,March,Fabexpress Springs,Unknown,200,0.0,0
1128,March,Casa De Katson,Unknown,72,0.0,0
1129,March,"amã Stays & Trails, Braganza House - Goa",Entire home,575,9.0,2
1130,March,Park Inn by Radisson Goa Candolim,Unknown,93,7.2,177
1131,March,De Mandarin Beach Resort Suites & Villas,Unknown,57,9.2,32
1132,March,Lemon Tree Hotel Candolim Goa,Unknown,49,7.0,20
1133,March,Candolim Aloft,Unknown,20,8.2,43
1134,March,Villa AlexMarie guest house,Unknown,22,9.4,14
1135,March,"FabHotel Casa Dos Reis, Candolim Beach",Unknown,20,7.8,10
1136,March,Ginger Goa Candolim,Unknown,43,10.0,1
1137,March,Timber Tide Beach Cottages By Green Concept,Unknown,52,9.8,5
1138,March,iNDO Homtel,Unknown,24,8.0,50
1139,March,Brij Paraiso,Unknown,177,10.0,1
1140,March,YU Hotel Candolim,Unknown,84,8.0,3
1141,March,Fabhotel Anna Waddo,Unknown,51,0.0,0
1142,March,Marina Bay Beach Resort,Unknown,30,7.8,65
1143,March,Hyatt Centric Candolim Goa,Unknown,82,8.6,284
1144,March,Vilmaris Luxury Hotel in Calangute,Unknown,39,0.0,0
1145,March,Renzo's Inn,Unknown,23,8.6,37
1146,March,The Ocean Park Resort,Unknown,45,10.0,1
1147,March,So My Resort,Unknown,62,6.6,7
1148,March,Bob Beach Hotel,Unknown,16,10.0,1
1149,March,VISTA Montanha  GOA,Unknown,48,0.0,0
1150,March,BloomSuites - Calangute,Unknown,55,7.8,27
1151,March,Neelam's The Grand Hotel Goa,Unknown,53,7.2,71
1152,March,Neelams The Glitz,Unknown,49,7.8,27
1153,March,Casa De Goa Boutique Resort,Unknown,65,8.4,131
1154,March,Swizel Nook Stay,Unknown,24,6.0,1
1155,March,Calangute Tower- AM Hotel Kollection,Unknown,43,7.2,12
1156,March,Veronica Guest House,Unknown,23,7.8,120
1157,March,The Mint Resort by WS & GoG,Unknown,37,0.0,0
1158,March,Calangute Grande,Unknown,36,7.6,159
1159,March,PRESA di GOA,Unknown,49,8.6,54
1160,March,FabHotel Kris Resort Calangute Beach,Unknown,25,0.0,0
1161,March,Palmarinha De Goa unit of GKP Real Estat,Unknown,61,0.0,0
1162,March,Hard Rock Hotel Goa Calangute,Unknown,67,8.0,191
1163,March,Citadines Arpora Nagoa Goa,Unknown,63,10.0,2
1164,March,Regenta Central North Goa,Unknown,53,10.0,1
1165,March,Bloom Hotel – Calangute,Unknown,39,8.4,25
1166,March,Small Daddy Plus,Unknown,25,8.4,124
1167,March,Treebo Green Park,Unknown,23,10.0,2
1168,March,Storii By ITC Hotels Moira Riviera,Unknown,115,8.6,9
1169,March,Ramada by Wyndham Goa Arpora,Unknown,59,10.0,1
1170,March,"The Fern Residency Calangute-Baga, Goa",Unknown,49,8.0,5
1171,March,Zone Connect by The Park Parra Goa,Unknown,58,0.0,0
1172,March,Lillas White house,Unknown,36,0.0,0
1173,March,Fabhotel Prime Amazonika Boutique Resort,Unknown,23,7.2,65
1174,March,Hotel Viva Baga,Unknown,24,7.0,7
1175,March,Colonia Santa Maria,Unknown,82,7.4,66
1176,March,Hotel Quinta Da Branca,Unknown,43,9.0,7
1177,March,"Hyatt Ronil Goa, part of JdV by Hyatt",Unknown,75,9.2,35
1178,March,VITS Shanti Solitaire Arpora,Unknown,42,6.8,31
1179,March,THE GOA COURTYARD,Unknown,27,0.0,0
1180,March,Star Moon Villa,Unknown,62,0.0,0
1181,March,The Baga Beach Resort,Unknown,98,7.6,39
1182,March,Resort Lagoa Azul,Unknown,39,7.6,44
1183,March,Etereo Stays Luxury Apartments in Arpora,Unknown,49,10.0,4
1184,March,RENTON MANOR BY JOY STAYS,"Sleeps 3, 1 bathroom",17,0.0,0
1185,March,The Baga Village,Unknown,18,6.8,282
1186,March,Krish Holiday Inn,Unknown,32,0.0,0
1187,March,Fabhotel Baga Tulip,Unknown,25,0.0,0
1188,March,Fabexpress After Shore,Unknown,21,0.0,0
1189,March,Resort Rio,Unknown,127,8.2,262
1190,March,Nazri Resort,Unknown,72,7.2,64
1191,March,Cavala Seaside Resort,Unknown,44,8.8,35
1192,March,The Park Baga River Goa,Unknown,90,8.8,22
1193,March,Riverside Regency Resort,Unknown,35,5.8,30
1194,March,RIVER DECK BAGA,Unknown,53,0.0,0
1195,March,Radisson Resort Goa Baga,Unknown,90,7.0,10
1196,March,RIVER DECK BAGA,Unknown,53,0.0,0
1197,March,Radisson Resort Goa Baga,Unknown,90,7.0,10
1198,March,Acron Waterfront Resort,Unknown,52,9.2,87
1199,March,Titanic Boutique Hotel,Unknown,47,0.0,0
1200,March,Pride Sun Village Resort & Spa,Unknown,48,6.8,28
1201,March,Park Regis Goa,Unknown,84,6.6,23
1202,March,DoubleTree by Hilton Hotel Goa - Arpora - Baga,Unknown,78,7.0,148
1203,March,Assagao Residency,Unknown,47,0.0,0
1204,March,The Eden Inn By The Saga Stays,Unknown,52,9.4,3
1205,March,Meraden Opus,Unknown,32,6.0,52
1206,March,"Justa Casa Frangipani Assagao, Goa",Unknown,57,8.4,18
1207,March,HOLITEL ANJUNA GOA,Unknown,56,9.0,6
1208,March,See Ya Heritage Stays,Unknown,6,10.0,1
1209,March,Anamiva,Unknown,46,8.6,7
1210,March,Verandah Goa,Unknown,35,8.2,37
1211,March,Janet & Johns Beach Resort Since 1989,Unknown,97,0.0,0
1212,March,Granpa's Inn Hotel Bougainvillea,Unknown,37,9.0,13
1213,March,Laguna Anjuna,Unknown,32,7.8,66
1214,March,La Oasis by Meraden,Unknown,37,6.6,26
1215,March,Fabexpress Horizon Hideaway Anjuna,Unknown,15,3.0,3
1216,March,Grand Continent Anjuna A Sarovar Portico Affiliate Hotel,Unknown,40,10.0,1
1217,March,Moyrah By Greenpark,Unknown,74,10.0,3
1218,March,Poonam Village Resort,Unknown,14,6.4,25
1219,March,Sonnet - A boutique hotel by Lotus leaf Hotels,Unknown,34,8.6,8
1220,March,Abode Bungalow 05,Unknown,109,0.0,0
1221,March,Avataara Resort & Spa,Unknown,110,9.0,2
1222,March,The Westin Goa,Unknown,144,8.8,66
1223,March,Hotel 7 Sea's Vagator,Unknown,34,8.0,2
1224,March,VAGATOR DOWNTOWN,Unknown,52,6.0,1
1225,March,Jacks Resort,Unknown,48,9.0,8
1226,March,The Porto by Lagom,Unknown,31,7.6,137
1227,March,Jungle Boutique by sturmfrei Vagator,Unknown,23,0.0,0
1228,March,Cochichos Resort,Unknown,40,9.4,15
1229,March,Cozy Stayz,Unknown,155,0.0,0
1230,March,Siolim House,Unknown,95,7.8,29
1231,March,Villa Venus - 2BR w Pvt Pool 9 min From Vagator,Entire home,197,0.0,0
1232,March,Vibes Hotel,Unknown,33,0.0,0
1233,March,The Grand Leoney Resort,Unknown,33,8.4,16
1234,March,Radha House Siolim,Unknown,58,0.0,0
1235,March,Casa Vagator,Unknown,80,7.0,22
1236,March,W Goa,Unknown,218,8.2,101
1237,March,Casa Colvale,Unknown,370,8.6,10
1238,March,"amã Stays & Trails Villa Siolim, Goa",Entire home,891,0.0,0
1239,March,"Bedzzz Xclusiv Morjim, Goa By Leisure Hotels",Unknown,52,10.0,6
1240,March,Turtle Beach Resort - Morjim,Unknown,38,7.2,7
1241,March,Echor Samara Morjim Goa Sea View Restro,Unknown,56,9.8,11
1242,March,Celeb Da Luna,Unknown,23,0.0,0
1243,March,La Perla Resort By Circle Hotels&Resort,Unknown,20,4.0,1
1244,March,Rainbow Resort Bar and Restaurant,Unknown,17,0.0,0
1245,March,Skon Morjim Beach Resort by Orion Hotels,Unknown,33,7.4,3
1246,March,Azora by Ayatana Goa,Unknown,83,8.0,1
1247,March,Foxoso LA Beach Resort,Unknown,88,0.0,0
1248,March,The Verda De Miranda Resort,Unknown,48,0.0,0
1249,March,Seascape Floating Paradise,Unknown,172,0.0,0
1250,March,JAS HOLIDAYS MORJIM,Unknown,14,0.0,0
1251,March,Artham Guesthouse,Unknown,20,0.0,0
1252,March,White Wharf Beach Resort Morjim Goa,Unknown,92,0.0,0
1253,March,The Upper House By Skazka Resorts,Unknown,24,8.0,1
1254,March,Royale Amata By the Beach,Unknown,42,0.0,0
1255,March,Ariena By Spree Hotels Goa,Unknown,24,10.0,1
1256,March,The Acacia Morjim,Unknown,57,6.0,12
1257,March,Red Thread Morjim,Unknown,175,7.4,17
1258,March,Koko Maya By Stone Wood,Unknown,40,0.0,0
1259,March,Hotel God's Gift,Unknown,99,7.8,91
1260,March,La Gracia Resort,Unknown,33,6.0,2
1261,March,"Locomo Boutique, Morjim - Stay Work Eat",Unknown,30,8.8,84
1262,March,Aqua Vista,Unknown,15,0.0,0
1263,March,The Regalia Resort,Unknown,40,7.4,11
1264,March,Anahata Retreat Sea Front Resort,Unknown,132,8.2,23
1265,March,Habitus Resort,Unknown,42,9.2,44
1266,March,Thomas Ashwem x One Light Stays,Unknown,16,9.0,3
1267,March,Hibis Hotels and Resorts Ashvem,Unknown,43,0.0,0
1268,March,Camp Riveredge Paradise,Karwar,25,0.0,0
1269,March,Palmorama Retreat Home,Unknown,80,0.0,0
1270,March,La Cabana Beach and Spa,Unknown,112,7.6,27
1271,March,Casa Amore Baia,Unknown,238,0.0,0
1272,March,"Mandrem Beach Resort, a member of Radisson Individuals Retreat",Unknown,140,0.0,0
1273,March,Woodpegger By The Beach,Unknown,35,8.6,13
1274,March,Coco Teros Resort,Unknown,35,8.0,1
1275,March,The Blackbuck Ashwem,Unknown,13,0.0,0
1276,March,Mandrem Retreat Beach Resort,Unknown,5,10.0,1
1277,March,Sterling Karwar,Karwar,37,7.4,11
1278,March,Beach Street Resort,Unknown,34,8.4,17
1279,March,Jolene's Mandrem,Unknown,29,8.6,15
1280,March,Khushi Resort Pernem,Unknown,21,0.0,0
1281,March,JP Resort,Unknown,26,7.0,89
1282,March,Veda5 Wellness Retreat & Spa,Unknown,87,10.0,1
1283,March,Sohum Spiritual Resort,Unknown,40,0.0,0
1284,March,Hotel Eden,Karwar,40,10.0,2
1285,March,White Water Resort,Unknown,575,7.4,5
1286,March,Ashoka jungle river resort,Unknown,52,0.0,0
1287,March,Whistling Woodzs Resort,Joida,130,7.4,3
1288,March,Stone Wood Jungle Resort,Joida,52,9.0,2
1289,March,Red Earth Gokarna,Unknown,76,9.0,4
1290,March,The Acanti Gokarna,Unknown,6,2.0,1
1291,March,Livin Waves Beach stay and cafe,Unknown,31,0.0,0
1292,March,Gokarna Stay Raj kencha's,Unknown,12,6.4,6
1293,March,Sunset Cafe Beach Stay,Unknown,23,10.0,2
1294,April,The St. Regis Goa Resort,Cavelossim,310,0.0,564
1295,April,Heritage Village Resort & Spa Goa,Arossim,135,0.0,173
1296,April,"Taj Exotica Resort & Spa, Goa",Benaulim,201,0.0,324
1297,April,Courtyard By Marriott Goa Colva,Fatona,124,10.0,26
1298,April,Sterling Goa Varca,Fatrade,83,8.6,106
1299,April,"Taj Exotica Resort & Spa, Goa",Benaulim,201,9.6,324
1300,April,Beleza By The Beach,Fatona,80,8.6,339
1301,April,The Diwa Club by Alila Diwa Goa - A Hyatt Brand,Majorda,190,9.6,44
1302,April,Courtyard By Marriott Goa Colva,Fatona,124,10.0,26
1303,April,Rosastays South Goa,Cuncolim,78,8.2,36
1304,April,Elements by Rosetta - Varca Goa,Fatrade,105,0.0,0
1305,April,Nanutel Margao,Pajifond,51,8.6,38
1306,April,Fairfield by Marriott Goa Benaulim,Benaulim,84,9.2,146
1307,April,Heritage Village Resort & Spa Goa,Arossim,135,8.6,173
1308,April,Holiday Inn Resort Goa by IHG,Cavelossim,118,8.6,201
1309,April,Fairfield by Marriott Goa Benaulim,Benaulim,84,9.2,146
1310,April,The St. Regis Goa Resort,Cavelossim,310,9.6,564
1311,April,Alila Diwa Goa - A Hyatt Brand,Majorda,161,9.2,288
1312,April,Azaya Beach Resort,Benaulim,166,7.8,81
1313,April,Viva Hotel,Margao,30,8.2,11
1314,April,ORANGE SKY INN,Palolem,32,7.8,57
1315,April,Sobit Sarovar Portico Goa,Palolem,65,9.4,64
1316,April,New Common Home,Agonda,34,8.6,382
1317,April,Palolem Luxurious Cottages,Palolem,52,6.6,121
1318,April,La-Paz Gardens Beacon Hotel - Vasco da Gama Goa,Vasco da Gama,31,7.6,53
1319,April,Lykke Suites A Unit by Goan Felicidade,Fatona,38,0.0,0
1320,April,Simrose Resort South End of Agonda Beach,Agonda,61,8.4,9
1321,April,Ourem Palace Luxury Beach Huts,Palolem,56,7.4,168
1322,April,Raikar Guest House,Bogmolo,15,7.0,7
1323,April,Regenta Baywatch Resort Goa,Sernabatim,85,6.8,35
1324,April,Sai Valentine's - Goa,Palolem,54,4.0,3
1325,April,Villa Reverie 6 Bedroom Ultra Modern,Entire home,276,10.0,1
1326,April,Hotel Menino Executive,Ponda,29,6.0,3
1327,April,Cuba Agonda,Agonda,58,8.0,37
1328,April,Suchi's villa,Entire home,230,6.0,1
1329,April,Agonda Heritage,Agonda,52,0.0,0
1330,April,Moonlight Resorts Agonda,Agonda,20,0.0,0
1331,April,Atmani Waterfront Resort,Agonda,40,9.0,11
1332,April,Kings Villa Resort,Palolem,25,6.4,6
1333,April,Godwill Kimo Guest House,Fatona,6,7.6,203
1334,April,The Fern Kadamba Hotel and Spa,Unknown,68,8.0,7
1335,April,Ginger Dona Paula,Unknown,47,7.6,44
1336,April,The Fern Residency Miramar,Unknown,47,8.4,38
1337,April,"Vivanta Goa, Miramar",Unknown,92,9.2,47
1338,April,Novotel GOA Panjim,Panaji,99,8.0,3
1339,April,"Vivanta Goa, Panaji",Panaji,92,9.4,407
1340,April,Villa by Olive - Nerul,Unknown,166,9.6,2
1341,April,Hotel Devdeep,Unknown,57,10.0,1
1342,April,Taj Holiday Village Resort & Spa,Unknown,112,8.6,251
1343,April,Holiday Inn Goa Candolim by IHG,Unknown,79,8.6,46
1344,April,Serenity by the Sea Beach Resort,Unknown,27,7.4,15
1345,April,De Mandarin goa,Unknown,55,8.6,7
1346,April,Hyatt Place Candolim GOA,Unknown,64,9.4,46
1347,April,"Lemon Tree Amarante Beach Resort, Goa",Unknown,61,8.4,198
1348,April,Fabexpress Springs,Unknown,129,0.0,0
1349,April,Seashell Suites and Villas,Unknown,94,9.8,133
1350,April,Novotel Goa Resort & Spa Hotel,Unknown,90,8.2,165
1351,April,"FabHotel Casa Dos Reis, Candolim Beach",Unknown,102,7.8,10
1352,April,Novotel Goa Candolim Hotel,Unknown,83,8.0,330
1353,April,De Alturas Resort,Unknown,70,6.6,51
1354,April,Half Hotel,Unknown,22,9.0,6
1355,April,"Le Méridien Goa, Calangute",Unknown,98,8.8,241
1356,April,Renzo's Inn,Unknown,23,8.6,37
1357,April,Ondas Do Mar Beach Resort Phase 2,Unknown,24,6.6,59
1358,April,HOTEL THE GOLDEN SANDS,Unknown,36,7.6,10
1359,April,The Ocean Park Resort,Unknown,35,10.0,1
1360,April,SinQ Beach Resort,Unknown,35,7.6,24
1361,April,Bob Beach Hotel,Unknown,16,10.0,1
1362,April,Neelams The Glitz,Unknown,88,7.8,27
1363,April,Sairaj Beach Resort,Unknown,58,10.0,1
1364,April,Andores Resort And Spa,Unknown,156,9.0,36
1365,April,Palmarinha De Goa unit of GKP Real Estat,Unknown,52,0.0,0
1366,April,Adamo The Bellus Calangute,Unknown,57,7.6,38
1367,April,Regenta Central North Goa,Unknown,58,10.0,1
1368,April,Zone Connect by The Park Parra Goa,Unknown,55,0.0,0
1369,April,"Estrela Do Mar Beach Resort - A Beach Property, Goa",Unknown,51,6.2,344
1370,April,Resort Lagoa Azul,Unknown,34,7.6,44
1371,April,Fiesta Beach Resort,Unknown,58,9.0,24
1372,April,The Park Baga River Goa,Unknown,149,8.8,22
1373,April,Resorte Marinha Dourada,Unknown,42,7.6,49
1374,April,Park Regis Goa,Unknown,76,6.6,23
1375,April,Fairfield by Marriott Goa Anjuna,Unknown,60,8.2,138
1376,April,Fabexpress Horizon Hideaway Anjuna,Unknown,62,3.0,3
1377,April,Sonnet - A boutique hotel by Lotus leaf Hotels,Unknown,26,8.6,8
1378,April,Fabhotel Prime 4D'S Coast Resort,Unknown,150,0.0,0
1379,April,Blu Resorts,Unknown,58,8.0,7
1380,April,Hotel 7 Sea's Vagator,Unknown,41,8.0,2
1381,April,Ibis Styles Goa Vagator,Unknown,63,8.4,5
1382,April,JW Marriott Goa,Unknown,195,9.8,20
1383,April,Siolim House,Unknown,94,7.8,29
1384,April,Casa Albuquerque,Unknown,43,7.0,2
1385,April,The Grand Leoney Resort,Unknown,28,8.4,16
1386,April,La Vaiencia Beach Resort,Unknown,44,6.0,1
1387,April,Amoravida By 7 Apple Resorts,Unknown,266,7.2,5
1388,April,Shree Rajeshwari Resort,Unknown,38,8.0,1
1389,April,White Wharf Beach Resort Morjim Goa,Unknown,74,0.0,0
1390,April,Goa Crescent Resort - A Hilltop Seaview Escape,Unknown,61,0.0,0
1391,April,Sibaya Beach Resort,Unknown,57,6.8,13
1392,April,Ariena By Spree Hotels Goa,Unknown,61,10.0,1
1393,April,White woods Resort & Spa,Unknown,41,8.4,14
1394,April,Habitus Resort,Unknown,58,9.2,44
1395,April,La Cabana Beach and Spa,Unknown,112,7.6,27
1396,April,Stone Wood Resort,Unknown,38,8.8,10
1397,April,Woodpegger By The Beach,Unknown,39,8.6,13
1398,April,Coco Teros Resort,Unknown,35,8.0,1
1399,April,Beach Street Resort,Unknown,34,8.4,17
1400,April,Psygroover Rococco,Unknown,103,0.0,0
1401,April,Veda5 Wellness Retreat & Spa,Unknown,77,10.0,1
1402,April,Sohum Spiritual Resort,Unknown,40,0.0,0
1403,April,Whistling Woodzs Resort,Joida,130,7.4,3
1404,April,Red Earth Gokarna,Unknown,78,9.0,4
1405,April,SEA SPRAY RESORT,Unknown,19,0.0,0
1406,April,Hotel Menino Executive,Ponda,0,6.0,3
1407,May,The St. Regis Goa Resort,Cavelossim,230,0.0,564
1408,May,Heritage Village Resort & Spa Goa,Arossim,149,0.0,173
1409,May,"Taj Exotica Resort & Spa, Goa",Benaulim,264,0.0,324
1410,May,Planet Hollywood Goa Beach Resort,Uttorda,68,8.0,98
1411,May,Martin's Comfort,Betalbatim,30,8.2,40
1412,May,"Relax Holiday Home,Margao Railway Station",Margao,25,9.0,4
1413,May,Courtyard By Marriott Goa Colva,Fatona,109,10.0,26
1414,May,Sterling Goa Varca,Fatrade,80,8.6,106
1415,May,Courtyard By Marriott Goa Colva,Fatona,109,10.0,26
1416,May,Tranquil Stay Canacona,Entire apartment,23,0.0,0
1417,May,Beleza By The Beach,Fatona,79,8.6,339
1418,May,The St. Regis Goa Resort,Cavelossim,230,9.6,564
1419,May,Fairfield by Marriott Goa Benaulim,Benaulim,89,9.2,146
1420,May,Nanutel Margao,Pajifond,48,8.6,38
1421,May,"Soul Vacation Resort and Spa, Colva",Fatona,69,7.8,121
1422,May,Holiday Inn Resort Goa by IHG,Cavelossim,114,8.6,201
1423,May,Fairfield by Marriott Goa Benaulim,Benaulim,89,9.2,146
1424,May,"Taj Exotica Resort & Spa, Goa",Benaulim,264,9.6,324
1425,May,"The Zuri White Sands, Goa Resort & Casino",Orlim,143,8.2,321
1426,May,"Regenta Beach House Resort, Goa",Sernabatim,59,10.0,1
1427,May,Heritage Village Resort & Spa Goa,Arossim,149,8.6,173
1428,May,Viva Hotel,Margao,30,8.2,11
1429,May,Seasons Hotels & Resorts,Margao,31,7.2,15
1430,May,La-Paz Gardens Beacon Hotel - Vasco da Gama Goa,Vasco da Gama,31,7.6,53
1431,May,Simrose Resort South End of Agonda Beach,Agonda,61,8.4,9
1432,May,Ourem Palace Luxury Beach Huts,Palolem,56,7.4,168
1433,May,The Flora Grand,Vasco da Gama,57,6.8,16
1434,May,Palolem Luxurious Cottages,Palolem,62,6.6,121
1435,May,Niraamaya Private Residences Benaulim,Benaulim,505,5.0,1
1436,May,Amigo Plaza,Fatona,14,8.2,50
1437,May,Indira Farms,Sanguem,106,10.0,1
1438,May,The LaLiT Golf & Spa Resort Goa,Palolem,271,7.8,207
1439,May,Cozy Cabana - The Perfect Getaway,Entire apartment,31,0.0,0
1440,May,Agonda Heritage,Agonda,52,0.0,0
1441,May,Moonlight Resorts Agonda,Agonda,20,0.0,0
1442,May,Kings Villa Resort,Palolem,25,6.4,6
1443,May,Atmani Waterfront Resort,Agonda,42,9.0,11
1444,May,Godwill Kimo Guest House,Fatona,6,7.6,203
1445,May,Coconut Grove Beach Resort,Fatona,44,3.4,3
1446,May,SinQ Edge,Unknown,35,6.0,3
1447,May,"Fortune Miramar, Goa - Member ITC Hotels' Group",Panaji,88,7.2,22
1448,May,"Vivanta Goa, Panaji",Panaji,103,9.4,407
1449,May,The Crown Goa,Panaji,78,8.0,130
1450,May,Hotel Devdeep,Unknown,57,10.0,1
1451,May,HUE GUH The Porto Candolim,Unknown,52,9.2,21
1452,May,"Taj Fort Aguada Resort & Spa, Goa",Unknown,221,9.0,398
1453,May,Taj Holiday Village Resort & Spa,Unknown,288,8.6,251
1454,May,Holiday Inn Goa Candolim by IHG,Unknown,98,8.6,46
1455,May,Hyatt Place Candolim GOA,Unknown,94,9.4,46
1456,May,Magnum Resorts- Near Candolim Beach,Unknown,49,6.0,5
1457,May,"Lemon Tree Amarante Beach Resort, Goa",Unknown,61,8.4,198
1458,May,Novotel Goa Resort & Spa Hotel,Unknown,105,8.2,165
1459,May,Fabhotel Anna Waddo,Unknown,50,0.0,0
1460,May,Marina Bay Beach Resort,Unknown,23,7.8,65
1461,May,"Le Méridien Goa, Calangute",Unknown,121,8.8,241
1462,May,HOTEL THE GOLDEN SANDS,Unknown,36,7.6,10
1463,May,The Ocean Park Resort,Unknown,37,10.0,1
1464,May,The Park Calangute Goa,Unknown,106,6.8,56
1465,May,SinQ Beach Resort,Unknown,41,7.6,24
1466,May,VISTA Montanha  GOA,Unknown,103,0.0,0
1467,May,BloomSuites - Calangute,Unknown,121,7.8,27
1468,May,ibis Styles Goa Calangute Hotel,Unknown,55,8.2,188
1469,May,Fabhotel Raj Resort,Unknown,43,7.6,106
1470,May,Neelam the Glitz,Unknown,62,0.0,0
1471,May,Small Daddy Plus,Unknown,24,8.4,124
1472,May,Treebo Green Park,Unknown,30,10.0,2
1473,May,La Vie Woods,Unknown,77,8.4,10
1474,May,"Estrela Do Mar Beach Resort - A Beach Property, Goa",Unknown,58,6.2,344
1475,May,Resort Primo Bom Terra Verde,Unknown,27,7.0,36
1476,May,Colonia Santa Maria,Unknown,58,7.4,66
1477,May,Titanic Boutique Hotel,Unknown,47,0.0,0
1478,May,DoubleTree by Hilton Hotel Goa - Arpora - Baga,Unknown,88,7.0,148
1479,May,Fairfield by Marriott Goa Anjuna,Unknown,66,8.2,138
1480,May,Hotel 7 Sea's Vagator,Unknown,42,8.0,2
1481,May,Ibis Styles Goa Vagator,Unknown,60,8.4,5
1482,May,JW Marriott Goa,Unknown,207,9.8,20
1483,May,Siolim House,Unknown,83,7.8,29
1484,May,The Bodhi Tree Resort,Unknown,17,10.0,7
1485,May,La Vaiencia Beach Resort,Unknown,45,6.0,1
1486,May,Celeb Da Luna,Unknown,31,0.0,0
1487,May,Sibaya Beach Resort,Unknown,57,6.8,13
1488,May,La Cabana Beach and Spa,Unknown,112,7.6,27
1489,May,Shatavari Eco Resort,Unknown,124,0.0,0
1490,May,Whistling Woodzs Resort,Joida,130,7.4,3
1491,June,The St. Regis Goa Resort,Cavelossim,230,0.0,564
1492,June,Heritage Village Resort & Spa Goa,Arossim,149,0.0,173
1493,June,"Taj Exotica Resort & Spa, Goa",Benaulim,259,0.0,324
1494,June,Planet Hollywood Goa Beach Resort,Uttorda,68,8.0,98
1495,June,The Rose Goa Beach Resort,Agonda,71,8.0,1
1496,June,Dom Pedros Haven Resort - Tranquil Retreat by the Sea,Majorda,28,8.0,1
1497,June,Sterling Goa Varca,Fatrade,78,8.6,106
1498,June,Courtyard By Marriott Goa Colva,Fatona,115,10.0,26
1499,June,Courtyard By Marriott Goa Colva,Fatona,115,10.0,26
1500,June,The Nine Beach Resort Patnem Goa,Palolem,46,9.4,19
1501,June,The St. Regis Goa Resort,Cavelossim,230,9.6,564
1502,June,Beleza By The Beach,Fatona,79,8.6,339
1503,June,Fairfield by Marriott Goa Benaulim,Benaulim,83,9.2,146
1504,June,The Diwa Club by Alila Diwa Goa - A Hyatt Brand,Majorda,195,9.6,44
1505,June,Fairfield by Marriott Goa Benaulim,Benaulim,83,9.2,146
1506,June,Holiday Inn Resort Goa by IHG,Cavelossim,111,8.6,201
